gene	SL-LOG1	SL-LOG2	SL-LOG3	SL-LOG4	SL-STAT1	SL-STAT2	SL-STAT3	SL-STAT4	SL-BPK275-1	SL-BPK275-2
LdBPK_350029600	97	286	142	206	432	317	328	410	44	60
LdBPK_350029700	67	205	152	197	390	315	331	367	81	80
LdBPK_350029800	370	1196	523	908	1531	1476	1633	1888	415	607
LdBPK_350029900	641	2142	1087	1468	1936	1988	2240	2546	392	538
LdBPK_350030000	108	379	153	253	397	306	404	482	56	70
LdBPK_350030100	163	617	282	412	1138	1065	1107	1212	483	565
LdBPK_350030200	45	124	57	99	233	197	191	198	79	59
LdBPK_350030300	86	231	110	194	365	311	362	392	58	48
LdBPK_350030400	114	324	140	263	468	386	350	423	75	93
LdBPK_350030500	75	241	111	174	229	238	283	282	77	80
LdBPK_350030600	308	995	367	652	927	697	754	786	310	383
LdBPK_350030700	20	44	15	29	95	71	100	73	20	18
LdBPK_350030800	21	40	15	39	48	55	34	55	14	21
LdBPK_350030900	125	364	207	294	671	581	697	647	113	96
LdBPK_350031000	42	133	53	78	239	180	226	216	96	120
LdBPK_350031100	764	2130	896	1494	2578	1971	2047	2404	750	1002
LdBPK_350031200	297	841	363	577	847	743	824	847	191	215
LdBPK_350031300	40	75	47	81	110	92	91	81	27	36
LdBPK_350031400	89	224	94	180	375	269	294	338	63	65
LdBPK_350031500	48	201	83	113	402	382	460	475	108	129
LdBPK_350031600	190	670	354	479	1103	1147	1040	1281	285	394
LdBPK_350031700	20	61	22	35	130	113	120	121	44	39
LdBPK_350031800	43	109	49	78	122	109	148	133	43	58
LdBPK_350031900	37	96	47	74	116	111	181	144	35	34
LdBPK_350032000	10	38	15	15	46	19	24	34	4	10
LdBPK_350032100	162	582	202	389	561	456	451	572	156	143
LdBPK_350032200	23	42	24	29	62	31	48	43	13	20
LdBPK_350032300	829	3165	1401	1991	2652	2154	2364	3052	664	920
LdBPK_350032400	70	235	112	176	599	452	529	608	94	82
LdBPK_350032500	114	415	173	254	449	391	407	509	99	173
LdBPK_350032600	58	154	71	135	246	152	139	176	45	83
LdBPK_350032700	11	30	12	38	62	56	72	72	7	2
LdBPK_350032800	29	94	49	83	237	242	255	255	58	32
LdBPK_350032900	673	2184	1010	1400	3127	3097	3428	4172	851	943
LdBPK_350033000	525	1863	1009	1101	1416	1706	1331	1745	644	765
LdBPK_350033100	18	43	24	26	68	46	53	54	4	9
LdBPK_350033200	68	265	131	188	329	338	311	366	67	107
LdBPK_350033300	38	122	47	69	220	170	196	188	28	40
LdBPK_350033400	286	900	399	591	1287	1296	1296	1403	222	228
LdBPK_350033500	433	1410	654	1017	1449	1088	1195	1227	400	415
LdBPK_350033600	229	785	429	568	909	979	959	1118	272	357
LdBPK_350033700	329	1190	606	797	1892	1847	2065	2199	253	349
LdBPK_350033800	52	236	105	163	763	727	795	988	113	128
LdBPK_350033900	9	31	8	10	42	24	27	43	18	10
LdBPK_350034000	145	457	195	337	361	364	350	384	101	110
LdBPK_350034100	219	616	272	493	629	418	326	487	179	172
LdBPK_350034200	5	17	6	16	16	5	13	8	5	11
LdBPK_350034300	65	153	58	103	361	307	338	335	158	138
LdBPK_350034400	86	352	165	221	367	339	346	445	90	96
LdBPK_350034500	19	60	31	36	71	55	85	67	18	11
LdBPK_350034600	111	336	123	224	389	252	258	377	117	149
LdBPK_350034700	105	261	113	226	411	240	282	338	43	51
LdBPK_350034800	7	40	8	20	63	26	46	46	12	7
LdBPK_350034900	108	269	125	212	457	465	551	530	159	153
LdBPK_350035000	14	43	26	25	81	64	65	59	21	16
LdBPK_350035100	20	56	26	43	71	60	66	63	27	14
LdBPK_350035200	18	77	28	75	130	112	144	127	37	26
LdBPK_350035300	63	246	109	187	372	274	305	393	70	99
LdBPK_350035400	605	2010	892	1224	2942	2393	2772	3155	576	665
LdBPK_350035500	821	2823	1137	1710	4727	4205	4541	4749	1101	1071
LdBPK_350035600	65	125	71	108	129	97	120	126	23	46
LdBPK_350035700	32	88	34	42	86	65	86	105	48	45
LdBPK_350035800	265	686	300	477	982	751	604	785	173	148
LdBPK_350035900	40	93	47	67	135	133	140	148	37	30
LdBPK_350036000	170	543	257	403	745	656	860	864	179	248
LdBPK_350036100	62	233	116	129	336	264	340	408	62	81
LdBPK_350036200	884	3078	1364	1990	2424	2222	2179	2746	475	709
LdBPK_350036300	261	857	409	657	979	961	959	1074	166	259
LdBPK_350036400	284	1042	491	713	898	868	981	956	250	306
LdBPK_350036500	294	1061	453	704	1339	1324	1298	1525	433	534
LdBPK_350036600	104	320	112	200	347	174	206	254	35	36
LdBPK_350036700	443	1369	620	1055	1672	1524	1583	1570	229	277
LdBPK_350036800	105	338	174	254	611	466	471	657	87	111
LdBPK_350036900	68	207	56	108	211	137	112	139	36	28
LdBPK_350037000	46	129	69	81	93	77	53	76	15	20
LdBPK_350037100	13	68	17	29	78	65	56	75	34	18
LdBPK_350037200	19	42	17	43	80	41	55	42	60	76
LdBPK_350037300	617	2144	989	1504	1550	1444	1590	1727	419	438
LdBPK_350037400	137	443	248	356	666	721	756	838	75	138
LdBPK_350037500	350	1084	500	814	1001	889	958	998	252	260
LdBPK_350037600	65	210	113	188	623	437	469	557	189	135
LdBPK_350037700	875	3508	1786	2433	3179	2973	3580	3941	830	916
LdBPK_350037800	151	531	246	370	950	818	946	1119	212	254
LdBPK_350037900	47	116	48	128	163	92	81	105	16	23
LdBPK_350038000	2986	10289	4825	7005	2615	2003	2224	2620	979	1119
LdBPK_350038100	37	115	51	114	203	135	148	155	36	31
LdBPK_350038200	82	334	129	155	252	255	277	311	37	44
LdBPK_350038300	125	368	140	272	496	353	363	483	102	106
LdBPK_350038400	48	115	43	74	173	164	160	188	149	158
LdBPK_350038500	85	189	82	153	276	216	189	205	326	514
LdBPK_350038600	46	124	46	59	139	127	125	126	5	1
LdBPK_350038700	205	644	299	471	1286	1115	1229	1356	121	124
LdBPK_350038800	427	1502	616	996	1636	1447	1427	1779	317	359
LdBPK_350038900	95	248	138	273	367	436	489	452	82	106
LdBPK_350039000	835	2867	1412	2006	2484	2524	2515	2936	505	629
LdBPK_350039100	3444	11530	5440	7474	9525	7193	7869	10436	1686	2136
LdBPK_350039200	24	77	41	41	142	98	104	104	16	25
LdBPK_350039300	136	362	135	278	404	308	379	417	85	102
LdBPK_350039400	688	1994	847	1226	1782	1570	1418	1953	460	466
LdBPK_350039500	84	297	137	219	322	328	349	397	87	118
LdBPK_350039600	70	243	86	172	422	321	273	392	88	107
LdBPK_350039700	242	808	396	480	928	886	953	974	351	412
LdBPK_350039800	200	541	280	367	513	528	494	571	140	165
LdBPK_350039900	140	433	204	332	1269	1551	1575	1627	348	462
LdBPK_350040000	7	20	11	17	30	35	32	40	6	11
LdBPK_350040100	555	1864	731	1078	1557	1381	1545	1902	333	371
LdBPK_350040200	14	63	26	34	90	64	62	67	21	24
LdBPK_350040300	29	69	23	51	64	35	48	55	9	10
LdBPK_350040400	67	214	77	157	392	309	313	334	64	100
LdBPK_350040500	178	530	247	363	721	618	697	779	250	227
LdBPK_350040600	65	160	55	108	204	102	128	139	32	25
LdBPK_350040700	132	395	177	298	1049	1040	976	1047	322	293
LdBPK_350040800	82	282	102	186	260	214	257	254	33	30
LdBPK_350040900	199	732	333	654	1065	978	960	976	279	281
LdBPK_350041000	24	64	35	43	92	69	92	71	7	7
LdBPK_350041100	37	85	25	64	170	122	79	134	21	45
LdBPK_350041200	17	45	19	24	60	46	31	60	16	14
LdBPK_350041300	567	1956	867	1236	3052	3124	3938	3981	395	450
LdBPK_350041400	143	457	241	367	771	812	1133	1205	173	208
LdBPK_350041500	411	1274	637	840	2179	2022	2296	2642	655	820
LdBPK_350041600	21	63	25	71	199	120	99	152	71	93
LdBPK_350041700	8	23	8	6	32	15	22	21	6	13
LdBPK_350041800	49	160	63	129	201	204	196	211	59	75
LdBPK_350041900	481	1844	786	1262	2269	1736	1924	2307	914	1063
LdBPK_350042000	320	1136	611	902	1506	1535	1617	1750	280	309
LdBPK_350042100	1	4	1	3	11	10	8	8	0	4
LdBPK_350042200	12	40	23	29	27	44	30	37	8	11
LdBPK_350042300	122	273	184	290	578	492	523	531	122	185
LdBPK_350042400	162	471	250	268	684	734	920	924	107	173
LdBPK_350042500	830	3029	1612	2243	3050	3134	3435	3635	341	422
LdBPK_350042600	1536	5702	2561	4044	9448	9112	10742	11179	2595	2859
LdBPK_350042700	2380	7673	3188	5203	3334	2657	3031	3465	773	803
LdBPK_350042800	70	181	65	130	248	157	180	189	51	49
LdBPK_350042900	626	2296	1030	1581	1856	1575	1634	2003	283	421
LdBPK_350043000	105	329	153	235	383	337	306	328	134	147
LdBPK_350043100	47	149	46	79	179	104	135	150	47	53
LdBPK_350043200	33	84	31	65	115	80	94	89	349	434
LdBPK_350043300	506	1324	604	1265	1756	1635	994	1184	26	22
LdBPK_350043400	206	707	340	418	2353	2191	2284	2769	1043	1420
LdBPK_350043500	473	1072	471	1073	1858	1163	1054	1096	552	674
LdBPK_350043600	58	107	40	108	148	119	198	147	34	34
LdBPK_350043700	1119	3090	1271	2322	2633	2391	3414	3056	9	19
LdBPK_350043800	3	22	2	15	31	19	16	23	8	7
LdBPK_350043900	21	50	17	41	144	111	95	88	48	43
LdBPK_350044000	33	66	19	54	106	48	107	65	26	24
LdBPK_350044100	916	3093	1156	2068	2722	2012	2089	2606	606	722
LdBPK_350044200	111	395	159	284	442	297	348	444	89	73
LdBPK_350044300	1083	3442	1403	2222	2313	1709	1600	2061	542	649
LdBPK_350044400	50	124	50	89	142	84	64	91	24	19
LdBPK_350044500	20	53	22	38	92	85	86	95	34	39
LdBPK_350044600	7	10	4	18	14	8	17	9	9	3
LdBPK_350044700	1	5	1	8	12	11	12	5	1	2
LdBPK_350044800	0	0	0	0	1	0	2	3	0	0
LdBPK_350044900	92	242	85	176	393	312	400	390	50	77
LdBPK_350045000	92	337	113	214	424	375	322	364	46	64
LdBPK_350045100	254	743	342	513	1032	936	1205	1251	282	263
LdBPK_350045200	104	288	108	234	347	261	223	273	75	80
LdBPK_350045300	12	27	12	25	41	35	27	35	10	10
LdBPK_350045400	537	1587	699	1014	994	889	950	966	146	150
LdBPK_350045500	60	175	90	97	185	151	213	225	39	51
LdBPK_350045600	1619	5574	2739	3468	6552	5901	6408	7002	835	1307
LdBPK_350045700	54	193	120	157	320	425	417	327	53	61
LdBPK_350045800	416	1143	483	696	1656	1407	1417	1730	457	437
LdBPK_350045900	1254	4320	1981	2594	7552	5991	6729	8446	749	869
LdBPK_350046000	440	1357	618	1018	2317	1814	2009	2254	564	732
LdBPK_350046100	66	220	85	150	307	261	274	281	65	84
LdBPK_350046200	94	227	89	179	456	299	353	418	43	49
LdBPK_350046300	31	91	38	67	110	118	107	104	12	37
LdBPK_350046400	157	462	181	340	504	422	540	580	275	273
LdBPK_350046500	204	594	312	407	543	483	553	687	103	137
LdBPK_350046600	11	35	11	28	67	35	53	43	24	33
LdBPK_350046700	35	134	53	101	171	149	145	176	31	32
LdBPK_350046800	5	18	4	15	36	13	13	35	7	9
LdBPK_350046900	36	102	54	58	113	101	105	98	35	66
LdBPK_350047000	8	31	9	30	47	43	60	57	7	20
LdBPK_350047100	39	121	53	102	183	180	150	180	50	79
LdBPK_350047200	748	2439	953	1665	2017	1726	1797	2154	398	450
LdBPK_350047300	894	3146	1714	2549	3482	3172	3574	4074	866	847
LdBPK_350047400	50	201	81	120	291	372	311	351	41	39
LdBPK_350047500	70	250	87	155	212	147	143	221	69	43
LdBPK_350047600	153	535	235	330	690	683	758	774	177	149
LdBPK_350047700	64	166	97	119	246	248	225	231	45	52
LdBPK_350047800	65	130	55	90	192	117	147	174	78	94
LdBPK_350047900	134	393	152	294	471	550	469	515	90	84
LdBPK_350048000	1769	5715	2662	3762	2145	2227	2588	2318	399	511
LdBPK_350048100	134	437	268	368	1120	1110	1176	1212	234	246
LdBPK_350048200	170	563	351	405	871	964	986	1073	170	218
LdBPK_350048300	225	664	356	491	1340	1304	1383	1719	314	405
LdBPK_350048400	713	2075	1064	1376	5679	5321	5098	6836	1263	1481
LdBPK_350048500	170	573	265	371	885	1027	1115	1186	68	56
LdBPK_350048600	14	59	21	36	113	80	95	126	22	16
LdBPK_350048700	320	985	407	690	760	556	448	609	172	120
LdBPK_350048800	244	716	280	467	720	615	634	751	174	201
LdBPK_350048900	449	1464	781	1083	2105	1850	2108	2235	602	872
LdBPK_350049000	229	757	337	481	845	829	834	901	196	275
LdBPK_350049100	22	28	11	31	50	30	32	58	10	12
LdBPK_350049200	66	158	83	170	300	196	192	192	81	94
LdBPK_350049300	97	326	112	177	402	273	281	348	141	165
LdBPK_350049400	247	720	320	477	1023	863	858	1052	220	219
LdBPK_350049500	331	1133	586	883	1051	903	805	969	162	142
LdBPK_350049600	56	159	75	152	323	229	234	293	69	55
LdBPK_350049700	88	239	108	101	358	352	184	239	52	33
LdBPK_350049800	557	1840	961	1574	2771	2061	2214	2786	569	508
LdBPK_350049900	72	173	58	89	212	145	145	169	34	55
LdBPK_350050000	174	620	215	396	568	495	470	679	216	206
LdBPK_350050100	106	359	160	233	349	388	440	392	68	92
LdBPK_350050200	122	380	177	357	872	627	482	654	146	144
LdBPK_350050300	1282	4639	2037	2887	4339	3662	3993	4812	914	992
LdBPK_350050400	131	364	182	211	362	367	363	379	65	103
LdBPK_350050500	535	1953	853	1369	3550	3448	4247	4107	1073	1610
LdBPK_350050600	26	62	19	37	71	62	76	64	14	11
LdBPK_350050700	716	2329	807	1776	1790	1220	1473	1571	560	593
LdBPK_350050800	534	1849	804	1213	1751	1428	1422	1923	415	415
LdBPK_350050900	207	624	309	447	953	832	977	1121	186	247
LdBPK_350051000	134	302	140	231	328	332	318	371	134	88
LdBPK_350051100	225	586	327	547	884	940	849	942	341	271
LdBPK_350051200	39	95	32	60	90	62	61	81	21	26
LdBPK_350051300	14	49	18	29	97	55	53	57	22	27
LdBPK_350051400	174	453	200	337	701	683	736	856	229	268
LdBPK_350051500	186	689	338	463	641	564	646	680	131	128
LdBPK_350051600	22	114	33	62	110	86	89	89	48	26
LdBPK_350051700	14	34	19	25	82	47	63	62	29	40
LdBPK_350051800	69	212	112	171	320	289	341	343	47	67
LdBPK_350051900	50	155	58	109	155	163	171	166	24	38
LdBPK_350052000	58	164	79	153	318	209	199	259	54	82
LdBPK_350052100	22	55	40	55	156	81	126	125	34	33
LdBPK_350052200	7	26	5	14	43	25	39	41	4	16
LdBPK_350052300	510	1471	658	991	1842	1331	1490	1908	264	386
LdBPK_350052400	23	53	18	37	51	32	41	56	17	8
LdBPK_350052500	171	610	258	397	677	615	819	706	170	215
LdBPK_350052600	65	166	68	92	219	177	155	153	89	71
LdBPK_350052700	263	852	409	594	1218	915	877	1159	315	370
LdBPK_350052800	34	93	38	87	139	82	121	118	19	38
LdBPK_350052900	120	309	128	214	401	282	303	328	63	48
LdBPK_350053000	70	196	87	165	440	331	381	427	61	85
LdBPK_350053100	54	141	63	121	220	104	136	171	23	34
LdBPK_350053200	1406	4700	2046	3089	2831	2237	2353	2810	705	741
LdBPK_350053300	216	619	287	487	1319	1180	1489	1570	146	207
LdBPK_350053400	324	1132	468	819	946	792	907	901	150	148
LdBPK_350053500	276	848	332	668	455	275	438	428	101	129
LdBPK_350053600	42	95	39	101	137	98	134	104	46	56
LdBPK_350053700	89	279	128	218	412	299	301	365	96	127
LdBPK_350053800	68	178	115	155	247	216	242	293	49	63
LdBPK_350053900	829	2815	1246	1749	3154	2998	2462	3245	1195	1433
LdBPK_350054000	77	168	73	125	169	82	80	118	39	36
LdBPK_350054100	54	125	48	89	246	125	176	153	54	42
LdBPK_350054200	172	603	336	391	964	911	1077	1328	292	350
LdBPK_350054300	847	2909	1234	1933	2122	1739	1670	2015	484	447
LdBPK_350054400	127	339	150	259	292	212	172	307	73	80
LdBPK_350054500	39	65	38	75	118	55	62	81	22	15
LdBPK_350054600	434	1450	691	986	793	769	975	956	361	336
LdBPK_350054700	43	134	54	99	222	158	203	223	75	62
LdBPK_350054800	17	74	39	41	100	92	93	89	21	27
LdBPK_350054900	53	163	88	141	271	248	254	314	76	121
LdBPK_350055000	196	752	335	547	1038	957	1092	1139	188	183
LdBPK_350055100	401	1275	600	1020	1416	791	743	1007	324	302
LdBPK_350055200	907	3115	1350	2156	4763	3962	4919	5364	911	1150
LdBPK_350055300	249	891	485	719	1287	1591	1536	1745	261	311
LdBPK_350055400	18	62	19	54	94	96	72	82	14	27
LdBPK_350055500	231	864	402	648	800	847	809	925	303	276
LdBPK_350055600	734	2479	1291	1649	3810	3962	4551	4746	588	790
LdBPK_350055700	304	1098	519	804	2330	2276	2268	2577	259	362
LdBPK_350055800	297	955	468	745	1677	2087	2081	2114	353	379
LdBPK_350055900	7	37	14	21	46	37	49	41	15	30
LdBPK_350056000	170	514	205	419	1005	689	724	848	192	217
LdBPK_350056100	2714	9019	4282	5676	14264	15537	13364	13749	3211	2868
LdBPK_350056200	62	183	90	132	380	352	390	426	82	95
LdBPK_350056300	103	322	130	168	150	204	295	310	63	82
LdBPK_350056400	220	777	326	574	1148	960	1006	1209	188	214
LdBPK_350056500	62	197	76	146	250	294	323	269	51	50
LdBPK_350056600	22	58	24	34	69	75	50	56	33	26
LdBPK_350056700	311	679	225	508	802	397	531	542	93	46
LdBPK_350056800	41	167	82	136	167	148	165	169	82	67
LdBPK_350056900	40	82	29	56	160	116	137	135	46	34
LdBPK_350057000	106	276	107	156	516	502	556	562	168	156
LdBPK_350057100	14	43	21	29	34	25	13	39	7	13
LdBPK_350057200	116	327	165	237	255	201	187	217	41	67
LdBPK_350057300	175	463	228	400	918	792	717	853	173	216
LdBPK_350057400	165	606	233	353	872	825	1004	945	277	296
LdBPK_350057500	18	73	24	44	60	51	62	79	18	11
LdBPK_350057600	298	892	434	578	3276	2748	3089	3686	287	369
LdBPK_350057700	288	975	446	691	1796	1637	1584	1744	477	662
LdBPK_350057800	13	79	21	47	85	99	131	101	33	23
LdBPK_350057900	49	148	51	110	261	220	252	238	75	54
LdBPK_350058000	21	56	30	42	122	125	158	149	22	41
LdBPK_350058100	262	858	373	609	1615	1455	1493	1622	143	114
LdBPK_350058200	227	676	300	417	1094	1126	1265	1324	191	227
LdBPK_350058300	237	754	293	500	593	473	404	492	128	124
LdBPK_350058400	295	911	409	620	1335	1090	1222	1339	419	567
LdBPK_350058500	148	472	178	336	376	366	389	423	86	107
LdBPK_350058600	160	469	190	290	373	342	354	446	85	79
LdBPK_350058700	42	131	60	99	196	153	194	174	28	33
LdBPK_350058800	86	265	101	187	236	180	202	225	34	55
LdBPK_350058900	40	80	52	61	98	90	114	105	25	54
LdBPK_350059000	220	824	373	590	667	550	526	727	101	94
LdBPK_350059100	212	629	293	457	693	565	701	678	25	26
LdBPK_350059200	43	105	60	83	183	160	210	222	35	44
LdBPK_350059300	20	50	30	39	39	38	39	30	13	9
LdBPK_350059400	34	71	39	55	114	95	68	95	42	31
LdBPK_350059500	10	21	7	18	26	36	18	14	12	18
LdBPK_350059600	86	327	174	234	440	480	423	543	227	224
LdBPK_360005000	449	1537	581	963	1251	1070	1190	1193	301	344
LdBPK_360005100	972	3726	1650	2375	1808	1721	1885	2027	210	272
LdBPK_360005200	57	174	75	129	223	167	221	219	36	52
LdBPK_360005300	233	890	402	615	897	902	1011	1110	215	271
LdBPK_360005400	433	1446	711	1029	1610	1760	1830	1993	326	450
LdBPK_360005500	106	270	127	228	287	184	225	264	96	104
LdBPK_360005600	172	571	242	408	744	793	656	774	197	190
LdBPK_360005700	91	186	91	171	295	185	247	233	40	44
LdBPK_360005800	356	1221	605	915	944	797	932	1020	355	408
LdBPK_360005900	4	6	7	14	26	16	16	22	5	19
LdBPK_360006000	45	104	34	86	153	77	104	109	47	46
LdBPK_360006100	22	62	24	61	77	59	67	74	21	26
LdBPK_360006200	13	64	28	15	55	75	73	70	13	20
LdBPK_360006300	45	119	52	103	179	107	123	148	32	35
LdBPK_360006400	72	302	142	196	621	620	687	757	139	134
LdBPK_360006500	48	121	46	89	274	208	273	287	28	33
LdBPK_360006600	39	99	42	63	147	71	93	72	63	48
LdBPK_360006700	13	23	14	18	52	22	22	38	5	14
LdBPK_360006800	0	0	0	0	0	0	0	0	0	0
LdBPK_360006900	0	0	0	0	0	0	0	0	0	0
LdBPK_360007000	0	0	0	0	0	0	0	0	0	0
LdBPK_360007100	6	12	5	13	8	4	10	5	0	0
LdBPK_360007200	1	8	8	6	6	11	9	11	13	21
LdBPK_360007300	270	783	283	525	1190	1105	1158	1380	270	353
LdBPK_360007400	231	689	334	521	753	690	636	813	183	217
LdBPK_360007500	43	141	55	114	182	114	125	158	59	69
LdBPK_360007600	77	185	60	191	179	111	95	139	114	65
LdBPK_360007700	41	99	42	92	274	159	204	257	35	54
LdBPK_360007800	324	963	327	869	919	519	750	856	298	306
LdBPK_360007900	177	497	228	382	539	518	484	625	103	102
LdBPK_360008000	50	100	68	96	171	202	176	213	74	52
LdBPK_360008100	11	12	5	4	16	11	12	9	3	4
LdBPK_360008200	61	137	74	81	234	267	298	342	31	21
LdBPK_360008300	109	322	121	236	596	484	515	583	146	186
LdBPK_360008400	75	197	94	106	183	189	155	229	39	67
LdBPK_360008500	545	1738	701	1297	1538	1259	1293	1440	306	387
LdBPK_360008600	83	267	132	167	311	296	304	330	71	84
LdBPK_360008700	92	229	94	179	224	208	212	244	53	27
LdBPK_360008800	363	1162	545	837	1347	1212	1412	1573	194	231
LdBPK_360008900	359	1241	521	846	2123	2012	2439	2560	360	405
LdBPK_360009000	53	189	75	102	328	388	375	324	169	143
LdBPK_360009100	108	263	141	229	513	497	505	576	135	114
LdBPK_360009200	158	472	211	358	523	518	500	611	179	229
LdBPK_360009300	4	15	9	6	14	24	13	15	5	5
LdBPK_360009400	35	60	27	58	128	74	99	108	45	59
LdBPK_360009500	18	49	23	37	80	69	76	90	15	30
LdBPK_360009600	243	799	339	627	2272	2000	1943	2298	463	430
LdBPK_360009700	34	74	40	64	142	122	145	151	41	54
LdBPK_360009800	197	611	268	432	655	586	587	682	199	168
LdBPK_360009900	74	204	116	148	288	336	225	306	91	113
LdBPK_360010000	147	373	162	274	513	529	574	550	218	151
LdBPK_360010100	105	548	179	415	707	627	888	653	121	165
LdBPK_360010200	1076	3411	1612	3141	4121	4676	3671	4240	629	484
LdBPK_360010300	26	74	27	65	185	96	99	131	15	9
LdBPK_360010400	513	1616	795	1161	3326	3213	3562	3826	997	1160
LdBPK_360010500	64	180	93	145	383	272	324	348	52	54
LdBPK_360010600	43	81	36	60	117	75	105	96	25	33
LdBPK_360010700	26	48	17	28	67	42	80	68	18	13
LdBPK_360010800	100	290	97	222	409	296	438	519	122	126
LdBPK_360010900	171	454	162	382	1143	847	1271	1228	291	265
LdBPK_360011000	49	147	69	130	205	144	185	182	41	43
LdBPK_360011100	102	367	159	242	243	230	222	239	30	18
LdBPK_360011200	37	111	36	80	98	69	105	126	13	18
LdBPK_360011300	5	18	11	17	30	16	27	26	4	5
LdBPK_360011400	175	476	239	359	694	843	919	761	197	239
LdBPK_360011500	128	476	221	307	619	848	839	691	137	176
LdBPK_360011600	297	1081	526	743	1369	1303	1340	1495	395	397
LdBPK_360011700	1001	2329	904	1823	2968	1991	2787	2663	29	54
LdBPK_360011800	250	924	420	625	1645	1721	1892	2157	873	1249
LdBPK_360011900	97	267	85	229	167	106	107	108	55	38
LdBPK_360012000	216	664	280	414	613	555	634	724	131	153
LdBPK_360012100	55	203	61	159	338	305	218	313	78	131
LdBPK_360012200	122	418	189	297	405	385	379	468	101	121
LdBPK_360012300	240	797	384	557	1109	1304	1549	1462	2097	2597
LdBPK_360012400	410	1288	645	933	1807	1660	2040	2198	413	528
LdBPK_360012500	116	375	133	246	531	503	529	583	120	107
LdBPK_360012600	19	30	13	28	73	50	55	39	29	15
LdBPK_360012700	23	87	36	63	110	105	156	129	21	17
LdBPK_360012800	699	2554	1178	1509	1911	1792	1885	2200	584	660
LdBPK_360012900	179	560	291	392	1252	1048	1212	1411	346	533
LdBPK_360013000	263	929	518	606	3876	4102	4104	5021	446	661
LdBPK_360013100	1463	5287	2756	3517	10722	9805	11196	12681	588	817
LdBPK_360013200	523	1959	942	1378	3505	3431	4038	4052	367	478
LdBPK_360013300	353	1280	626	876	2231	2033	2346	2615	409	416
LdBPK_360013400	93	246	96	174	350	239	246	270	72	51
LdBPK_360013500	35	90	45	65	106	94	96	116	37	22
LdBPK_360013600	11	56	15	30	101	83	69	97	26	23
LdBPK_360013700	232	724	273	481	1023	872	925	1054	270	347
LdBPK_360013800	12	74	24	41	83	96	70	134	36	50
LdBPK_360013900	260	957	402	588	754	754	805	941	202	214
LdBPK_360014000	77	276	129	204	295	279	280	321	105	100
LdBPK_360014100	134	507	230	289	1001	911	766	1020	226	297
LdBPK_360014200	1857	7367	3190	4157	4248	4145	4066	4466	1442	1865
LdBPK_360014300	81	260	91	175	274	256	224	312	106	92
LdBPK_360014400	114	357	174	315	530	558	504	588	65	60
LdBPK_360014500	18	114	35	75	108	120	129	168	33	28
LdBPK_360014600	72	202	72	146	259	197	248	255	42	69
LdBPK_360014700	244	880	459	566	963	1067	1100	1111	321	345
LdBPK_360014800	87	237	102	142	346	397	442	430	234	298
