gene	SL-LOG1	SL-LOG2	SL-LOG3	SL-LOG4	SL-STAT1	SL-STAT2	SL-STAT3	SL-STAT4	SL-BPK275-1	SL-BPK275-2
LdBPK_340032500	183	558	264	370	756	752	800	915	243	348
LdBPK_340032600	50	152	93	138	315	266	262	263	72	93
LdBPK_340032700	317	1037	412	754	980	685	730	765	406	396
LdBPK_340032800	54	161	70	113	314	310	275	312	41	42
LdBPK_340032900	122	446	200	362	497	409	453	448	125	116
LdBPK_340033000	63	191	61	113	206	147	165	162	62	47
LdBPK_340033100	739	2620	1306	1712	6364	5512	5952	7675	812	1118
LdBPK_340033200	111	491	225	375	1297	1269	1599	1650	178	199
LdBPK_340033300	74	166	63	150	221	122	127	125	34	24
LdBPK_340033400	361	1167	511	862	2080	2046	2077	2329	652	740
LdBPK_340033500	230	742	342	444	1001	892	1021	1100	355	401
LdBPK_340033600	523	1152	416	956	1552	1022	1202	1218	135	179
LdBPK_340033700	93	245	125	204	419	320	356	319	220	237
LdBPK_340033800	103	312	152	232	346	294	321	381	53	54
LdBPK_340033900	0	0	0	0	0	0	0	0	0	0
LdBPK_340034000	13	34	8	32	31	28	30	42	12	4
LdBPK_340034100	6	24	10	19	45	37	64	59	6	0
LdBPK_340034200	8	20	6	10	30	29	37	32	3	17
LdBPK_340034300	0	0	0	0	0	0	0	0	0	0
LdBPK_340034400	0	0	0	0	0	0	1	0	0	0
LdBPK_340034500	0	0	0	0	0	0	0	0	0	0
LdBPK_340034600	0	0	0	0	0	0	0	0	0	0
LdBPK_340034700	137	419	190	304	655	550	585	654	202	196
LdBPK_340034800	1075	3557	1593	2389	1493	1267	1376	1568	398	562
LdBPK_340034900	410	1482	638	1027	834	768	682	780	287	303
LdBPK_340035000	92	249	113	206	363	309	346	367	210	191
LdBPK_340035100	268	875	367	573	667	507	573	665	165	173
LdBPK_340035200	579	1761	716	1265	1972	1813	1745	1794	202	204
LdBPK_340035300	0	0	0	0	0	0	0	0	0	0
LdBPK_340035400	0	0	0	0	0	0	0	0	0	0
LdBPK_340035500	0	0	0	0	0	0	0	0	0	0
LdBPK_340035600	0	0	0	0	0	0	0	0	0	0
LdBPK_340035700	0	0	0	0	0	0	0	0	0	0
LdBPK_340035800	0	0	0	0	0	0	0	0	0	0
LdBPK_340035900	112	352	104	188	518	292	394	400	162	180
LdBPK_340036000	15	86	37	52	92	106	87	92	14	21
LdBPK_340036100	49	143	80	106	191	124	138	146	41	55
LdBPK_340036200	98	332	120	205	511	455	539	552	58	88
LdBPK_340036300	49	122	50	86	163	79	99	116	28	37
LdBPK_340036400	33	57	17	42	86	68	96	86	41	33
LdBPK_340036500	7	26	9	8	13	13	23	10	1	4
LdBPK_340036600	18	57	19	42	49	63	44	39	16	12
LdBPK_340036700	113	373	154	269	647	685	730	809	187	229
LdBPK_340036800	52	84	24	55	115	85	95	125	32	31
LdBPK_340036900	117	342	148	285	455	389	377	458	134	145
LdBPK_340037000	165	689	282	459	1311	1025	1116	1373	334	404
LdBPK_340037100	56	170	74	135	169	157	171	193	45	32
LdBPK_340037200	202	626	261	466	591	476	364	466	98	111
LdBPK_340037300	370	1234	508	720	798	614	536	732	251	350
LdBPK_340037400	241	744	405	534	1026	1019	1110	1110	235	239
LdBPK_340037600	18	87	34	61	65	74	68	73	29	28
LdBPK_340037700	129	332	156	264	561	308	413	456	149	121
LdBPK_340037800	84	311	125	198	507	581	604	641	119	135
LdBPK_340037900	211	687	348	539	724	761	943	853	174	248
LdBPK_340038000	121	406	203	209	335	353	377	391	71	65
LdBPK_340038100	262	764	372	508	656	440	479	518	103	112
LdBPK_340038200	17	49	19	49	98	60	105	87	13	23
LdBPK_340038300	190	597	293	486	1065	922	1159	1072	191	260
LdBPK_340038400	84	234	110	146	393	380	357	451	84	97
LdBPK_340038500	1	20	9	9	30	21	22	27	5	3
LdBPK_340038600	3	14	9	19	27	10	17	19	12	2
LdBPK_340038700	95	316	121	205	441	456	561	511	109	155
LdBPK_340038800	701	2480	1058	1686	2629	2044	2564	2895	483	516
LdBPK_340038900	114	442	158	314	577	440	482	536	133	153
LdBPK_340039000	6	14	6	16	12	9	15	23	2	3
LdBPK_340039100	140	379	182	250	712	738	781	901	340	279
LdBPK_340039200	15	26	14	27	37	37	50	47	3	13
LdBPK_340039300	18	71	19	56	87	61	93	96	20	15
LdBPK_340039400	101	274	118	189	458	371	350	388	202	186
LdBPK_340039500	160	505	236	407	799	678	909	900	207	271
LdBPK_340039600	14	63	32	33	97	89	88	114	35	34
LdBPK_340039700	16	45	22	50	104	74	83	96	26	6
LdBPK_340039800	191	722	343	446	1322	1669	1648	2239	243	324
LdBPK_340039900	33	78	28	69	117	98	99	131	13	18
LdBPK_340040000	65	182	72	108	322	294	294	314	72	63
LdBPK_340040100	46	106	57	85	271	246	269	270	19	37
LdBPK_340040200	88	308	97	183	575	396	434	440	120	95
LdBPK_340040300	677	2221	1153	1530	2394	2103	2025	2459	597	684
LdBPK_340040400	92	337	150	289	364	287	383	394	73	87
LdBPK_340040500	20	34	16	25	93	69	63	91	31	18
LdBPK_340040600	47	146	53	132	165	132	145	169	14	33
LdBPK_340040700	8	13	8	15	33	16	22	17	7	10
LdBPK_340040800	611	2101	969	1290	4325	3816	4130	5476	593	653
LdBPK_340040900	294	933	576	746	1582	1534	1607	1744	276	355
LdBPK_340041000	332	987	526	740	1711	1474	1484	1751	333	351
LdBPK_340041100	187	585	287	439	772	681	677	874	299	289
LdBPK_340041200	21	45	20	22	41	32	41	36	36	12
LdBPK_340041300	437	1264	578	1061	1327	1088	1117	1376	391	351
LdBPK_340041400	6	28	19	27	59	36	48	35	14	16
LdBPK_340041500	39	77	22	61	109	73	74	88	19	24
LdBPK_340041600	553	1899	884	1347	1614	1460	1584	1828	444	580
LdBPK_340041700	178	508	252	359	1067	1263	1424	1464	171	166
LdBPK_340041800	44	117	44	92	143	151	182	178	75	95
LdBPK_340041900	98	307	105	240	165	94	100	116	44	33
LdBPK_340042000	94	328	120	176	375	232	260	319	97	155
LdBPK_340042100	121	376	165	265	720	705	820	970	177	247
LdBPK_340042700	30	59	22	51	102	75	116	146	29	54
LdBPK_340042800	60	204	70	145	243	218	212	231	87	67
LdBPK_340042900	30	102	32	83	146	157	177	179	42	76
LdBPK_340043000	169	632	214	323	625	595	589	660	100	73
LdBPK_340043100	96	333	186	267	363	388	413	497	118	146
LdBPK_340043200	44	155	68	106	152	155	162	185	103	82
LdBPK_340043300	9	25	16	23	58	53	41	47	14	6
LdBPK_340043400	439	1566	655	858	1077	1000	919	1183	256	248
LdBPK_340043500	64	317	137	223	269	296	385	369	90	84
LdBPK_340043600	68	220	92	127	478	383	466	482	127	123
LdBPK_340043700	42	133	58	97	220	186	211	200	70	67
LdBPK_340043800	427	1318	606	1109	1634	1295	1404	1499	369	507
LdBPK_340043900	89	206	72	142	562	520	561	594	1252	1379
LdBPK_340044000	1076	3452	1523	2710	3903	3579	3659	3943	598	823
LdBPK_340044100	168	561	267	351	580	454	549	640	364	366
LdBPK_340044200	481	1606	664	1152	1348	1044	1174	1271	280	381
LdBPK_340044300	91	245	95	119	244	199	207	205	74	59
LdBPK_340044400	140	439	238	312	670	692	667	870	226	223
LdBPK_340044500	12	26	10	19	28	19	21	27	20	6
LdBPK_340044600	16	32	12	32	38	52	30	49	5	15
LdBPK_340044700	7	13	9	10	33	19	24	31	12	15
LdBPK_340044800	0	0	1	0	6	6	4	3	2	1
LdBPK_340044900	310	1109	561	718	1038	821	953	1058	424	369
LdBPK_340045000	53	179	117	146	213	240	278	238	81	79
LdBPK_340045100	108	361	142	222	445	512	507	560	120	104
LdBPK_340045200	15	65	25	31	96	55	72	74	44	34
LdBPK_340045300	135	474	213	300	510	524	556	642	207	226
LdBPK_340045400	55	147	55	103	125	99	113	131	51	38
LdBPK_340045500	30	121	72	69	191	236	260	290	62	84
LdBPK_340045600	118	382	232	316	631	686	549	704	106	104
LdBPK_340045700	24	35	18	35	79	61	53	78	15	14
LdBPK_340045800	52	132	35	83	146	97	118	143	31	51
LdBPK_340045900	26	76	26	31	88	73	74	99	33	53
LdBPK_340046000	6	8	5	9	24	20	35	25	5	16
LdBPK_340046100	4	1	4	1	2	4	3	5	4	11
LdBPK_340046200	19	79	25	66	118	112	85	111	20	43
LdBPK_340046300	240	664	290	544	575	488	407	491	166	149
LdBPK_340046400	27	80	31	57	128	81	111	97	19	32
LdBPK_340046500	320	1027	461	590	1253	769	969	1263	256	367
LdBPK_340046600	106	376	167	269	372	346	333	403	185	191
LdBPK_340046700	13	76	33	33	92	94	58	80	23	21
LdBPK_340046800	6	14	1	6	14	13	7	9	0	7
LdBPK_340046900	89	339	165	236	569	630	606	679	145	158
LdBPK_340047000	463	1441	653	874	2865	2501	2705	3087	902	1217
LdBPK_340047100	114	346	164	278	478	402	484	525	115	199
LdBPK_340047200	333	1096	488	744	1438	1012	1225	1404	279	289
LdBPK_340047300	117	307	136	181	1514	1686	1584	1763	348	478
LdBPK_340047400	341	1095	459	808	5032	3871	4756	5670	396	503
LdBPK_340047500	96	259	133	179	416	381	492	530	78	123
LdBPK_340047600	292	904	419	603	1062	868	975	1178	449	449
LdBPK_340047700	263	836	367	649	1017	815	859	946	272	270
LdBPK_340047800	20	59	30	32	56	70	64	92	27	25
LdBPK_340047900	18	31	17	31	29	26	30	37	9	3
LdBPK_340048000	136	386	109	228	165	130	124	155	67	58
LdBPK_340048100	85	282	128	174	418	517	555	547	261	292
LdBPK_340048200	6	25	2	30	35	26	29	33	2	4
LdBPK_340048300	23	89	37	54	128	152	178	172	31	30
LdBPK_340048400	87	277	111	159	449	320	317	358	48	44
LdBPK_340048500	445	1246	549	935	1409	1068	987	1212	355	368
LdBPK_340048600	86	266	99	233	322	210	273	316	82	96
LdBPK_340048700	12	33	13	18	35	27	34	39	9	10
LdBPK_340048800	4	6	1	6	23	17	13	7	7	9
LdBPK_340048900	15	29	14	26	56	23	28	26	5	10
LdBPK_340049000	20	36	25	33	65	39	63	63	11	11
LdBPK_340049100	71	150	57	136	245	179	185	211	40	49
LdBPK_340049200	32	90	35	52	93	65	86	100	40	72
LdBPK_340049300	5	27	8	22	41	20	58	43	16	6
LdBPK_340049400	7	21	4	10	33	12	7	14	7	5
LdBPK_340049500	575	1774	897	1265	1565	1389	1552	1719	558	702
LdBPK_340049600	14	51	24	39	59	40	31	53	7	7
LdBPK_340049700	186	524	258	334	905	874	1025	1147	174	192
LdBPK_340049800	100	340	202	254	498	400	468	473	169	162
LdBPK_340049900	71	250	67	179	257	217	199	209	73	97
LdBPK_340050000	48	191	79	109	109	78	98	103	65	84
LdBPK_340050100	21	79	40	55	71	65	85	64	26	16
LdBPK_340050200	15	25	13	17	36	26	34	36	10	9
LdBPK_340050300	50	108	47	83	119	87	94	113	86	51
LdBPK_340050400	14	35	20	35	109	77	83	59	22	21
LdBPK_340050500	13	32	16	19	48	34	42	52	7	17
LdBPK_340050600	18	33	12	20	47	60	59	61	4	2
LdBPK_340050700	90	407	190	249	442	423	510	592	17	35
LdBPK_340050800	20	36	23	35	54	15	18	17	3	23
LdBPK_340050900	22	88	18	42	110	87	141	106	44	38
LdBPK_340051000	41	110	34	78	149	108	158	135	64	77
LdBPK_340051100	148	431	182	358	519	442	424	538	73	58
LdBPK_340051200	148	365	165	287	593	477	487	592	118	66
LdBPK_340051300	12	43	8	18	66	40	64	52	1	1
LdBPK_340051400	157	486	216	326	329	308	261	325	155	179
LdBPK_340051500	54	183	64	112	278	197	147	154	3	9
LdBPK_340051600	217	753	345	471	1060	1020	1038	1180	396	475
LdBPK_340051700	71	241	109	167	234	194	172	200	48	93
LdBPK_340051800	276	1095	432	627	589	533	510	614	207	214
LdBPK_340051900	284	802	374	488	824	906	748	922	178	122
LdBPK_340052000	52	226	86	150	258	291	293	295	101	127
LdBPK_340052100	245	943	464	564	760	791	772	852	157	198
LdBPK_340052200	133	447	194	299	709	746	739	865	142	146
LdBPK_340052300	622	1704	650	1048	994	783	933	1102	153	161
LdBPK_340052400	37	92	56	76	144	121	153	159	43	71
LdBPK_340052500	518	1748	696	1049	692	592	679	764	285	401
LdBPK_350005000	113	428	195	286	816	813	824	852	214	309
LdBPK_350005100	760	2710	1060	1365	770	541	594	735	183	186
LdBPK_350005200	26	87	18	56	102	43	54	77	30	14
LdBPK_350005300	23	59	13	45	49	18	19	33	0	0
LdBPK_350005400	421	1699	662	936	543	399	417	550	142	152
LdBPK_350005500	78	214	93	202	374	332	447	442	100	84
LdBPK_350005600	354	1223	478	850	1829	1697	1913	1943	341	404
LdBPK_350005700	120	339	176	251	482	459	477	537	53	61
LdBPK_350005800	83	266	84	166	180	116	94	127	33	24
LdBPK_350005900	51	177	76	109	259	299	255	280	102	81
LdBPK_350006000	30	48	19	53	67	35	37	59	46	39
LdBPK_350006100	1392	3941	1583	2866	2939	2285	2185	2587	629	527
LdBPK_350006200	135	485	210	368	506	477	510	599	57	63
LdBPK_350006300	47	124	48	87	227	158	207	177	63	82
LdBPK_350006400	23	23	23	23	52	32	49	48	298	366
LdBPK_350006500	222	595	217	367	519	373	383	476	51	63
LdBPK_350006600	23	46	30	36	67	22	35	48	10	8
LdBPK_350006700	173	509	198	297	547	543	730	776	99	90
LdBPK_350006800	7	16	6	16	45	28	29	29	11	4
LdBPK_350006900	11	26	15	23	34	7	26	24	5	6
LdBPK_350007000	34	103	34	76	167	124	145	180	34	20
LdBPK_350007100	37	113	39	77	154	121	155	147	45	42
LdBPK_350007200	270	812	376	536	1039	1007	950	1052	305	401
LdBPK_350007300	347	1069	460	674	1030	1041	1055	1114	192	212
LdBPK_350007400	104	357	179	306	367	372	381	406	86	45
LdBPK_350007500	9267	30338	13575	17470	57361	70340	75795	70642	9409	11475
LdBPK_350007600	102	337	200	219	490	469	526	592	90	131
LdBPK_350007700	20	30	10	26	88	49	45	61	31	19
LdBPK_350007800	585	2075	928	1392	2062	2132	1887	2339	826	865
LdBPK_350007900	20	50	30	39	94	60	95	78	26	43
LdBPK_350008000	162	518	237	317	616	618	675	764	177	231
LdBPK_350008100	362	995	470	628	1158	1137	975	1231	330	422
LdBPK_350008200	1110	3468	1551	2213	6064	4842	5689	6595	509	681
LdBPK_350008300	76	396	140	248	536	524	642	599	99	105
LdBPK_350008400	39	82	36	59	44	54	43	48	18	6
LdBPK_350008500	6	12	4	15	23	20	25	25	5	6
LdBPK_350008600	319	1035	494	748	913	906	870	1021	274	312
LdBPK_350008700	1963	6311	3205	3911	5002	2530	2653	3945	1079	1652
LdBPK_350008800	386	1536	611	965	1270	1084	1245	1437	376	479
LdBPK_350008900	580	1582	822	1205	2500	2915	2710	2863	509	479
LdBPK_350009000	58	252	87	160	339	368	438	405	90	88
LdBPK_350009100	74	249	100	170	361	381	411	478	3	5
LdBPK_350009200	319	904	402	688	1236	1128	1312	1175	131	153
LdBPK_350009300	160	484	228	326	746	739	666	733	80	104
LdBPK_350009400	254	778	389	565	1429	1433	1449	1608	245	240
LdBPK_350009500	8	18	12	16	86	58	58	71	16	21
LdBPK_350009600	511	1529	728	1020	990	883	731	939	277	364
LdBPK_350009700	194	763	322	465	959	1067	981	1094	166	211
LdBPK_350009800	112	358	199	294	396	475	539	489	261	318
LdBPK_350009900	0	0	0	0	0	0	0	0	0	0
LdBPK_350010000	543	1986	831	1274	2337	2205	2285	2640	575	628
LdBPK_350010100	118	409	281	278	977	1093	1078	1243	109	187
LdBPK_350010200	0	0	0	0	0	1	0	0	0	0
LdBPK_350010300	0	0	0	0	0	0	0	1	0	0
LdBPK_350010400	229	839	416	549	1868	1619	1847	2030	436	586
LdBPK_350010500	0	0	0	0	0	0	0	0	0	0
LdBPK_350010600	451	1335	757	947	3003	3120	2899	3507	504	655
LdBPK_350010700	176	778	364	585	1368	1308	1503	1669	306	377
LdBPK_350010800	233	789	375	511	1308	1236	1199	1503	225	362
LdBPK_350010900	802	3137	1228	1592	3848	3287	3457	4268	966	1222
LdBPK_350011000	28	72	37	63	173	135	126	112	52	47
LdBPK_350011100	279	735	260	534	966	541	709	733	90	79
LdBPK_350011200	85	221	122	195	523	331	353	465	126	145
LdBPK_350011300	20	63	18	46	96	62	42	58	25	15
LdBPK_350011400	10	30	4	9	35	15	24	29	5	4
LdBPK_350011500	1297	4310	2289	3192	1015	932	1021	1062	327	402
LdBPK_350011600	109	363	160	254	462	404	455	532	85	101
LdBPK_350011700	37	109	63	102	272	135	138	204	40	87
LdBPK_350011800	28	71	27	61	121	85	149	128	40	39
LdBPK_350011900	14	49	28	46	65	62	40	48	45	26
LdBPK_350012000	40	81	28	63	104	56	54	81	47	28
LdBPK_350012100	289	992	418	622	1655	1564	1584	1753	639	928
LdBPK_350012200	88	355	144	228	479	523	565	575	169	163
LdBPK_350012300	121	370	137	223	454	383	383	427	101	113
LdBPK_350012400	40	159	68	112	271	200	241	271	56	36
LdBPK_350012500	935	3560	1325	1867	2594	1929	1934	2478	442	563
LdBPK_350012600	457	1388	694	987	2327	1871	2242	2775	682	904
LdBPK_350012700	70	247	118	141	349	411	446	497	79	132
LdBPK_350012800	71	186	58	124	236	157	206	216	33	40
LdBPK_350012900	0	0	1	0	1	1	0	1	0	0
LdBPK_350013000	81	240	107	165	397	282	270	326	99	89
LdBPK_350013100	394	1433	675	965	2563	2471	2564	3004	650	754
LdBPK_350013200	424	1311	588	813	1745	1597	1790	2041	467	600
LdBPK_350013300	569	2125	975	1402	1888	1376	1635	1853	359	540
LdBPK_350013400	975	3239	1450	2044	4529	3387	4275	5122	904	1068
LdBPK_350013500	400	1285	572	865	755	690	721	839	223	213
LdBPK_350013600	117	320	117	248	528	405	393	416	85	80
LdBPK_350013700	120	349	220	271	640	748	789	870	196	241
LdBPK_350013800	11	47	15	28	77	37	57	60	28	30
LdBPK_350013900	11	24	9	11	31	15	20	17	8	7
LdBPK_350014000	0	2	4	2	6	1	1	2	0	1
LdBPK_350014100	469	1566	795	1008	1824	1719	1967	2196	322	373
LdBPK_350014200	107	396	181	249	590	619	670	780	158	165
LdBPK_350014300	147	495	215	332	739	600	722	798	241	343
LdBPK_350014400	161	529	234	407	594	543	606	629	99	146
LdBPK_350014500	18	45	24	27	88	66	72	81	11	31
LdBPK_350014600	646	2160	989	1525	1897	1680	1709	1959	438	520
LdBPK_350014700	72	355	141	209	480	370	429	498	233	277
LdBPK_350014800	1293	4254	1900	2909	3281	3130	3283	3626	562	679
LdBPK_350014900	850	2961	1372	1756	886	986	1006	1016	312	404
LdBPK_350015000	57	183	101	138	340	249	219	264	109	137
LdBPK_350015100	49	153	67	126	226	143	173	186	31	38
LdBPK_350015200	686	2435	1352	1784	2483	2540	2278	2776	490	586
LdBPK_350015300	910	2830	1479	1728	2108	2242	2233	2342	381	445
LdBPK_350015400	2251	7988	3780	5268	3660	3708	4022	3829	843	1034
LdBPK_350015500	1161	4081	2162	3104	5231	5139	4968	6244	1488	1923
LdBPK_350015600	227	763	312	541	995	860	1043	1010	241	263
LdBPK_350015700	40	110	44	107	143	150	124	127	39	34
LdBPK_350015800	74	179	91	152	226	148	186	235	29	48
LdBPK_350015900	5	13	5	20	23	32	20	24	5	3
LdBPK_350016000	74	252	121	174	279	272	295	320	70	71
LdBPK_350016100	512	1668	694	960	827	730	779	854	258	306
LdBPK_350016200	1004	3199	1640	2177	2976	2626	2651	3080	543	645
LdBPK_350016300	0	1	0	1	0	2	0	3	3	10
LdBPK_350016400	446	1408	605	1039	2275	1833	1912	2344	608	564
LdBPK_350016500	794	2813	1355	1927	2338	1998	2313	2536	704	872
LdBPK_350016600	222	756	327	458	955	784	847	970	344	390
LdBPK_350016700	335	1139	443	844	800	760	821	920	195	222
LdBPK_350016800	76	221	87	152	119	127	145	155	49	32
LdBPK_350016900	450	1518	809	1170	1964	1596	1396	1927	396	336
LdBPK_350017000	335	1246	559	796	1102	1100	1156	1420	371	452
LdBPK_350017100	41	129	66	82	205	235	270	254	52	70
LdBPK_350017200	95	262	92	210	296	173	314	270	40	51
LdBPK_350017300	394	1245	607	820	1660	1582	1655	1796	297	290
LdBPK_350017400	346	1133	554	779	285	304	331	383	43	43
LdBPK_350017500	21	58	21	49	74	29	60	35	28	40
LdBPK_350017600	56	160	70	127	131	91	110	109	51	44
LdBPK_350017700	93	303	116	222	447	290	339	384	90	65
LdBPK_350017800	106	330	150	207	426	403	415	454	106	131
LdBPK_350017900	21	72	35	49	87	89	86	91	30	9
LdBPK_350018000	22	57	32	55	104	92	102	90	53	54
LdBPK_350018100	58	163	50	167	330	182	252	287	56	38
LdBPK_350018200	1984	6530	2910	4316	6140	5966	6248	7000	820	820
LdBPK_350018300	273	929	357	673	354	353	296	310	110	74
LdBPK_350018400	50	181	76	141	379	225	227	249	97	98
LdBPK_350018500	271	883	439	656	617	423	442	533	150	148
LdBPK_350018600	39	113	41	81	184	162	148	143	49	49
LdBPK_350018700	76	264	139	192	269	387	331	345	44	70
LdBPK_350018800	169	462	247	310	1394	1029	1330	1446	225	256
LdBPK_350018900	56	171	60	101	165	100	110	124	27	24
LdBPK_350019000	219	577	224	383	408	239	235	348	79	77
LdBPK_350019100	196	723	311	538	1166	1203	1201	1142	454	413
LdBPK_350019200	135	376	172	303	450	383	451	411	77	81
LdBPK_350019300	91	251	100	211	256	144	164	186	60	42
LdBPK_350019400	537	1721	801	1258	1744	1455	1437	2013	497	621
LdBPK_350019500	1657	5646	2423	3720	3375	2529	2818	3298	966	1060
LdBPK_350019600	150	337	132	267	458	298	301	309	7	11
LdBPK_350019700	292	1017	485	714	1571	1438	1430	1746	367	431
LdBPK_350019800	1873	6465	2747	4176	4664	4605	5096	4855	1161	1445
LdBPK_350019900	448	1649	831	1026	2761	2754	3437	3357	553	712
LdBPK_350020000	944	3482	1401	2135	2834	2502	2359	2756	880	942
LdBPK_350020100	42	166	57	124	370	306	442	433	32	44
LdBPK_350020200	158	619	266	483	919	739	756	847	115	130
LdBPK_350020300	182	590	244	385	1129	974	947	1174	252	264
LdBPK_350020400	478	1512	616	982	2923	3118	3740	3659	416	618
LdBPK_350020500	2253	7572	2970	4570	5652	5082	5049	5496	1557	1485
LdBPK_350020600	108	339	185	271	480	497	555	597	207	212
LdBPK_350020700	65	185	83	174	351	254	315	347	170	145
LdBPK_350020800	21	52	26	43	75	49	64	61	16	14
LdBPK_350020900	23	64	29	37	122	63	81	91	17	22
LdBPK_350021000	316	1036	519	797	2039	1788	1908	2311	236	309
LdBPK_350021100	63	141	73	168	217	171	174	184	71	75
LdBPK_350021200	258	884	384	586	857	778	785	907	159	234
LdBPK_350021300	108	369	226	265	1232	1144	1253	1377	150	158
LdBPK_350021400	33	78	38	61	67	68	52	53	13	23
LdBPK_350021500	24	58	27	38	56	97	111	97	13	11
LdBPK_350021600	57	168	57	132	166	110	120	147	46	52
LdBPK_350021700	119	361	163	220	359	400	394	426	98	89
LdBPK_350021800	419	1188	522	623	1270	1105	908	1020	3	0
LdBPK_350021900	22	58	20	41	90	82	100	72	9	13
LdBPK_350022000	102	289	127	184	351	345	364	354	63	68
LdBPK_350022100	186	674	319	382	846	839	920	870	291	332
LdBPK_350022200	123	358	150	236	373	320	316	392	58	56
LdBPK_350022300	127	401	123	222	700	516	612	614	143	158
LdBPK_350022400	35	122	49	99	225	192	214	273	47	60
LdBPK_350022500	43	85	31	68	124	69	56	72	14	23
LdBPK_350022600	110	287	126	277	350	313	390	372	65	83
LdBPK_350022700	43	95	20	78	89	68	108	83	41	39
LdBPK_350022800	7	19	16	26	38	30	36	23	9	7
LdBPK_350022900	2	11	2	15	4	11	13	16	8	5
LdBPK_350023000	79	243	142	171	356	375	482	410	88	57
LdBPK_350023100	45	97	44	55	113	87	50	75	23	20
LdBPK_350023200	128	382	164	236	570	467	624	563	135	191
LdBPK_350023300	494	1723	768	1252	2021	1808	1816	2149	583	571
LdBPK_350023400	409	1255	618	1069	1335	1239	1340	1314	281	186
LdBPK_350023500	20	91	32	49	74	62	56	57	71	95
LdBPK_350023600	171	657	402	537	1256	1235	1122	1300	250	288
LdBPK_350023700	85	401	161	284	566	664	698	597	104	179
LdBPK_350023800	45	152	63	120	234	230	232	199	17	33
LdBPK_350023900	0	0	0	0	0	0	0	0	0	0
LdBPK_350024000	0	0	0	0	0	0	0	0	0	0
LdBPK_350024100	5	36	11	23	59	30	27	29	3	10
LdBPK_350024200	0	0	0	0	0	0	0	0	0	0
LdBPK_350024300	253	615	281	438	770	658	769	729	19	11
LdBPK_350024400	963	2322	967	2000	2758	2325	1751	1950	936	751
LdBPK_350024500	12	39	8	11	91	52	77	83	78	87
LdBPK_350024600	22	134	41	74	212	185	213	222	29	53
LdBPK_350024700	40	91	53	65	168	129	126	151	44	62
LdBPK_350024800	127	406	212	289	365	418	398	441	63	74
LdBPK_350024900	329	1092	549	675	1039	930	1242	1282	320	420
LdBPK_350025000	141	427	212	262	651	678	834	947	120	196
LdBPK_350025100	140	409	223	270	530	499	552	628	166	164
LdBPK_350025200	3	11	6	12	44	21	16	28	7	15
LdBPK_350025300	58	130	75	152	283	239	293	278	49	41
LdBPK_350025400	541	1777	690	1260	1934	1861	2136	1984	64	64
LdBPK_350025500	208	786	369	566	1173	1319	1564	1418	477	595
LdBPK_350025600	175	544	324	330	736	734	859	875	150	203
LdBPK_350025700	248	675	414	629	879	801	1002	1090	249	310
LdBPK_350025800	470	1364	547	995	1842	1355	1662	1453	30	68
LdBPK_350025900	127	387	220	310	587	592	555	656	136	145
LdBPK_350026000	85	243	134	182	434	338	375	411	73	84
LdBPK_350026100	1139	3703	1722	2774	3437	2995	3256	3524	627	812
LdBPK_350026200	43	206	79	128	180	269	265	193	73	81
LdBPK_350026300	444	1659	647	957	1984	1668	1550	2184	532	727
LdBPK_350026400	18	54	20	30	65	65	60	77	20	40
LdBPK_350026500	341	1016	467	714	1461	1519	1553	1706	265	385
LdBPK_350026600	202	540	237	364	616	403	401	548	372	270
LdBPK_350026700	43	104	42	75	167	161	199	197	27	33
LdBPK_350026800	94	305	165	250	482	497	516	457	237	288
LdBPK_350026900	22	39	19	44	46	48	41	63	9	16
LdBPK_350027000	127	412	150	278	402	271	347	339	96	102
LdBPK_350027100	628	1966	915	1439	912	814	719	824	178	207
LdBPK_350027200	70	217	90	166	222	235	246	256	74	85
LdBPK_350027300	102	320	168	240	517	451	423	539	138	149
LdBPK_350027400	83	151	50	121	97	109	95	118	112	50
LdBPK_350027500	1702	6326	3170	4264	4101	3415	3561	4288	1163	1446
LdBPK_350027600	139	557	199	363	1088	823	976	1148	181	239
LdBPK_350027700	2841	9120	3576	6278	13613	10473	14283	13441	293	441
LdBPK_350027800	3273	12846	4461	7427	6445	4498	5543	5809	2725	2906
LdBPK_350027900	136	504	293	386	430	547	576	591	643	732
LdBPK_350028000	11	20	23	29	65	34	47	53	15	10
LdBPK_350028100	319	1046	556	788	2725	2253	2515	2789	694	777
LdBPK_350028200	272	906	445	571	795	717	847	904	186	220
LdBPK_350028300	87	272	114	235	386	316	366	389	59	80
LdBPK_350028400	110	279	120	198	272	224	213	268	97	101
LdBPK_350028500	6	23	9	18	43	31	33	44	13	8
LdBPK_350028600	134	370	147	326	432	418	487	531	153	159
LdBPK_350028700	232	709	331	569	1401	1381	1413	1573	301	397
LdBPK_350028800	514	1796	838	1293	1769	1714	1710	1803	330	384
LdBPK_350028900	76	231	124	228	291	252	320	285	44	37
LdBPK_350029000	374	1192	553	715	1206	1090	1347	1251	318	407
LdBPK_350029100	574	1881	896	1328	1638	1472	1413	1697	685	738
LdBPK_350029200	163	614	245	382	656	621	606	738	193	210
LdBPK_350029300	38	97	46	95	159	132	102	130	43	54
LdBPK_350029400	280	1002	516	756	2151	2111	2308	2613	486	575
LdBPK_350029500	196	668	332	522	1127	1282	1303	1294	256	289
